transport_mode,origin_port,destination_region,cargo_type,season,carrier_reliability,customs_complexity,lead_time_days,shipment_weight_kg,distance_km,port_congestion_idx,weather_severity,customs_days,documentation_errors,is_delayed,delay_hours,base_cost_nzd,delay_cost_nzd,total_cost_nzd
Sea Freight,Lyttelton Port,Christchurch,General Merchandise,Spring,High,Simple,14.6,732.0,2227.0,3.35,2.45,6.9,0,0,0.0,878.41,0.0,878.41
Air Cargo,Port of Auckland,Auckland,General Merchandise,Autumn,High,Simple,14.1,2299.7,1198.0,2.13,1.82,1.6,1,0,0.0,19547.35,0.0,19547.35
Road,Port Otago,Christchurch,Refrigerated,Spring,Medium,Moderate,19.9,1330.1,424.0,5.97,1.96,2.7,0,0,0.0,2793.16,0.0,2793.16
Road,Lyttelton Port,Wellington,General Merchandise,Summer,High,Moderate,10.7,1582.4,1989.0,1.72,0.12,5.1,1,0,0.0,3323.01,0.0,3323.01
Road,Port of Auckland,Auckland,Pharmaceuticals,Summer,Medium,Moderate,17.1,865.4,1580.0,1.65,2.4,4.4,1,0,0.0,1817.38,0.0,1817.38
Air Cargo,Wellington Port,Tauranga,General Merchandise,Winter,Medium,Simple,23.7,1384.2,2211.0,3.19,2.36,1.8,1,0,0.0,11765.96,0.0,11765.96
Air Cargo,Port of Tauranga,Christchurch,Refrigerated,Spring,High,Moderate,17.1,395.7,2077.0,2.29,1.24,0.1,0,0,0.0,3363.43,0.0,3363.43
Road,Port of Auckland,Dunedin,General Merchandise,Summer,Medium,Simple,17.1,237.6,834.0,2.98,7.26,2.9,0,0,0.0,498.93,0.0,498.93
Sea Freight,Lyttelton Port,Christchurch,Hazardous,Summer,High,Complex,8.2,1999.1,678.0,4.1,3.95,1.6,2,0,0.0,2398.89,0.0,2398.89
Air Cargo,Port of Auckland,Wellington,Refrigerated,Summer,High,Simple,14.7,1110.4,1848.0,6.58,1.08,6.4,0,0,0.0,9438.55,0.0,9438.55
Sea Freight,Port Otago,Christchurch,General Merchandise,Winter,Medium,Moderate,11.5,126.1,1455.0,1.94,1.44,3.0,0,1,18.6,151.28,838.9,990.18
Rail,Port Otago,Christchurch,Refrigerated,Autumn,Low,Simple,10.4,1663.4,221.0,0.6,3.79,0.4,3,1,18.0,2994.09,2469.01,5463.09
Rail,Wellington Port,Tauranga,Refrigerated,Spring,High,Simple,15.6,393.3,495.0,2.28,3.51,3.9,1,0,0.0,707.9,0.0,707.9
Sea Freight,Port of Tauranga,Auckland,Pharmaceuticals,Summer,Medium,Simple,20.5,333.4,421.0,3.39,1.2,1.5,1,1,21.6,400.05,3066.8,3466.85
Road,Port of Tauranga,Dunedin,General Merchandise,Summer,Medium,Simple,15.2,831.1,1495.0,3.81,1.78,1.9,0,0,0.0,1745.25,0.0,1745.25
Rail,Lyttelton Port,Tauranga,Hazardous,Autumn,High,Moderate,22.3,722.6,260.0,0.51,1.77,3.7,0,1,6.8,1300.63,318.87,1619.51
Sea Freight,Port of Auckland,Christchurch,Pharmaceuticals,Winter,Medium,Simple,20.4,668.2,559.0,2.9,3.4,1.6,1,1,38.5,801.84,5194.83,5996.67
Air Cargo,Port of Tauranga,Tauranga,Bulk,Winter,Low,Simple,13.1,285.4,1386.0,5.74,0.86,1.1,1,1,28.9,2425.6,1735.8,4161.4
Rail,Port of Tauranga,Wellington,Pharmaceuticals,Summer,Medium,Simple,13.7,2620.6,376.0,1.1,2.63,2.8,0,0,0.0,4717.06,0.0,4717.06
Sea Freight,Port of Auckland,Tauranga,Pharmaceuticals,Spring,High,Complex,8.7,2448.5,658.0,7.0,4.59,2.0,1,0,0.0,2938.23,0.0,2938.23
Air Cargo,Port of Tauranga,Hamilton,Refrigerated,Autumn,Medium,Simple,32.7,53.3,2272.0,2.09,1.67,4.0,1,1,41.2,453.36,3460.04,3913.4
Sea Freight,Port Otago,Auckland,Bulk,Winter,Medium,Simple,11.8,379.8,1758.0,2.61,1.9,0.3,0,1,31.4,455.74,1430.42,1886.16
Rail,Port Otago,Dunedin,General Merchandise,Winter,High,Moderate,17.3,87.3,802.0,2.42,3.68,1.6,0,0,0.0,157.13,0.0,157.13
Rail,Port of Auckland,Wellington,Refrigerated,Summer,High,Complex,15.4,1569.0,2200.0,3.64,2.69,2.6,1,0,0.0,2824.24,0.0,2824.24
Rail,Port of Auckland,Wellington,Automotive,Spring,High,Complex,28.0,1790.9,663.0,5.31,3.53,0.3,0,0,0.0,3223.6,0.0,3223.6
Air Cargo,Port of Auckland,Christchurch,Hazardous,Spring,High,Complex,18.1,634.3,1493.0,5.31,0.53,0.5,0,1,26.4,5391.93,1364.1,6756.02
Road,Port Otago,Auckland,Bulk,Autumn,High,Simple,16.2,1514.5,953.0,1.78,3.31,1.6,0,0,0.0,3180.36,0.0,3180.36
Road,Port of Auckland,Wellington,Bulk,Winter,Medium,Moderate,25.4,1022.2,1893.0,0.86,2.84,4.6,0,0,0.0,2146.6,0.0,2146.6
Sea Freight,Lyttelton Port,Dunedin,General Merchandise,Autumn,High,Moderate,17.3,603.8,960.0,0.82,1.27,0.4,0,1,16.8,724.6,771.48,1496.08
Road,Port of Auckland,Auckland,Automotive,Winter,Low,Complex,12.2,411.8,660.0,2.22,0.35,0.2,0,0,0.0,864.8,0.0,864.8
Sea Freight,Lyttelton Port,Auckland,Refrigerated,Autumn,Medium,Simple,19.5,297.6,1539.0,1.04,3.36,0.8,0,0,0.0,357.17,0.0,357.17
Air Cargo,Port of Tauranga,Auckland,General Merchandise,Spring,Low,Complex,10.3,290.3,1876.0,4.02,3.87,1.8,1,0,0.0,2467.27,0.0,2467.27
Sea Freight,Lyttelton Port,Wellington,Automotive,Summer,Medium,Simple,11.6,710.5,1364.0,4.39,3.37,2.1,0,0,0.0,852.66,0.0,852.66
Sea Freight,Port of Auckland,Hamilton,Refrigerated,Summer,High,Moderate,13.9,196.0,1805.0,4.23,1.16,1.2,0,1,15.2,235.19,1147.56,1382.75
Sea Freight,Lyttelton Port,Hamilton,Bulk,Autumn,Medium,Simple,10.8,203.7,1084.0,7.28,3.01,1.4,0,0,0.0,244.43,0.0,244.43
Air Cargo,Port of Auckland,Tauranga,Hazardous,Summer,Low,Simple,14.5,58.4,1999.0,3.25,2.85,1.1,0,1,9.5,496.04,434.23,930.28
Sea Freight,Lyttelton Port,Christchurch,Refrigerated,Winter,High,Moderate,7.4,810.1,1483.0,5.88,1.4,3.1,0,0,0.0,972.17,0.0,972.17
Road,Port Otago,Auckland,Automotive,Summer,High,Simple,17.1,4190.1,531.0,2.51,3.41,0.9,1,0,0.0,8799.12,0.0,8799.12
Sea Freight,Port of Auckland,Tauranga,Hazardous,Spring,High,Moderate,19.1,1810.2,2232.0,4.13,1.38,5.1,1,1,38.5,2172.2,2185.97,4358.16
Sea Freight,Port Otago,Hamilton,Refrigerated,Summer,High,Moderate,13.3,1028.5,2100.0,3.2,1.81,1.3,0,0,0.0,1234.2,0.0,1234.2
Air Cargo,Port of Tauranga,Christchurch,General Merchandise,Winter,High,Moderate,9.3,1281.7,2412.0,2.7,0.64,0.4,0,0,0.0,10894.03,0.0,10894.03
Road,Port of Auckland,Hamilton,Automotive,Winter,High,Simple,16.0,481.5,1444.0,2.92,4.93,1.4,2,0,0.0,1011.05,0.0,1011.05
Sea Freight,Port of Tauranga,Tauranga,General Merchandise,Spring,High,Complex,20.4,333.1,1706.0,1.65,5.05,2.0,1,0,0.0,399.78,0.0,399.78
Air Cargo,Port of Auckland,Hamilton,Automotive,Spring,Medium,Moderate,10.0,417.9,2166.0,4.87,2.06,6.4,1,1,17.0,3552.05,1188.22,4740.27
Road,Lyttelton Port,Wellington,Refrigerated,Spring,High,Simple,41.9,117.9,179.0,3.93,3.3,3.8,0,0,0.0,247.68,0.0,247.68
Air Cargo,Lyttelton Port,Hamilton,Bulk,Spring,Medium,Moderate,17.3,853.7,2285.0,2.26,1.44,0.4,1,1,16.3,7256.03,1229.76,8485.78
Sea Freight,Port of Auckland,Auckland,Pharmaceuticals,Autumn,Medium,Simple,20.8,203.8,714.0,1.16,2.62,1.8,1,0,0.0,244.52,0.0,244.52
Sea Freight,Port of Tauranga,Wellington,General Merchandise,Spring,Medium,Simple,37.3,1201.3,190.0,0.45,5.5,1.0,0,1,23.5,1441.61,1100.44,2542.05
Road,Port Otago,Wellington,Hazardous,Spring,High,Moderate,18.7,218.6,632.0,0.63,4.14,0.2,0,0,0.0,458.96,0.0,458.96
Sea Freight,Wellington Port,Auckland,Bulk,Summer,Medium,Moderate,12.0,257.1,1487.0,2.16,2.04,1.5,1,1,15.6,308.57,1058.75,1367.33
Road,Port of Tauranga,Auckland,Bulk,Winter,High,Simple,12.8,2573.0,167.0,0.45,1.17,2.1,0,0,0.0,5403.2,0.0,5403.2
Air Cargo,Wellington Port,Auckland,Hazardous,Summer,Medium,Simple,23.2,139.1,52.0,1.3,2.15,2.0,2,0,0.0,1182.34,0.0,1182.34
Rail,Port of Tauranga,Christchurch,Bulk,Winter,Medium,Complex,21.7,602.7,1616.0,3.57,0.58,2.2,0,0,0.0,1084.8,0.0,1084.8
Road,Port of Tauranga,Hamilton,Bulk,Autumn,High,Simple,23.4,101.8,1161.0,2.73,1.58,0.7,0,0,0.0,213.76,0.0,213.76
Rail,Port Otago,Tauranga,Automotive,Winter,High,Simple,20.0,125.8,2119.0,0.64,3.69,3.3,1,0,0.0,226.43,0.0,226.43
Sea Freight,Port of Tauranga,Wellington,Bulk,Winter,High,Complex,18.9,853.0,681.0,1.64,4.38,1.0,0,0,0.0,1023.61,0.0,1023.61
Road,Port of Tauranga,Christchurch,Refrigerated,Spring,High,Simple,7.8,847.0,738.0,4.3,1.03,0.8,0,0,0.0,1778.65,0.0,1778.65
Sea Freight,Port of Tauranga,Tauranga,Pharmaceuticals,Winter,High,Moderate,21.0,221.7,240.0,0.7,2.3,0.3,0,0,0.0,266.0,0.0,266.0
Air Cargo,Port Otago,Auckland,Refrigerated,Spring,Low,Simple,18.5,1697.6,1369.0,6.7,2.12,2.8,0,0,0.0,14429.83,0.0,14429.83
Air Cargo,Port Otago,Hamilton,General Merchandise,Autumn,High,Moderate,11.2,1019.0,946.0,1.39,3.18,1.0,1,0,0.0,8661.77,0.0,8661.77
Road,Port of Tauranga,Hamilton,Refrigerated,Autumn,Medium,Simple,12.9,336.0,882.0,1.84,2.09,1.9,0,0,0.0,705.68,0.0,705.68
Rail,Port of Auckland,Auckland,General Merchandise,Autumn,Medium,Complex,22.1,278.4,1171.0,2.0,5.8,0.2,1,1,29.4,501.17,1693.12,2194.29
Road,Port of Tauranga,Dunedin,General Merchandise,Autumn,Medium,Simple,37.6,1172.9,2132.0,2.18,0.47,1.5,0,0,0.0,2463.02,0.0,2463.02
Sea Freight,Port of Tauranga,Hamilton,General Merchandise,Autumn,Low,Moderate,23.7,1108.3,308.0,4.14,5.16,1.5,0,0,0.0,1329.93,0.0,1329.93
Sea Freight,Port of Auckland,Auckland,General Merchandise,Winter,Low,Complex,29.1,178.9,1333.0,2.15,1.99,1.8,1,1,55.1,214.7,2844.29,3058.99
Road,Lyttelton Port,Auckland,Bulk,Winter,Medium,Complex,9.8,393.6,531.0,5.44,0.53,2.1,0,0,0.0,826.62,0.0,826.62
Sea Freight,Port of Tauranga,Auckland,General Merchandise,Winter,Low,Simple,24.3,245.4,570.0,5.38,1.84,1.6,0,1,30.4,294.44,1377.33,1671.77
Sea Freight,Port of Auckland,Wellington,General Merchandise,Autumn,High,Moderate,21.4,328.7,679.0,3.54,0.32,2.4,0,0,0.0,394.41,0.0,394.41
Sea Freight,Port of Auckland,Christchurch,General Merchandise,Autumn,Medium,Simple,18.1,321.3,1176.0,4.21,0.83,9.9,2,1,36.3,385.5,2352.54,2738.05
Sea Freight,Port of Auckland,Christchurch,General Merchandise,Winter,Low,Moderate,13.7,3034.6,1261.0,2.36,3.04,2.0,1,0,0.0,3641.46,0.0,3641.46
Sea Freight,Wellington Port,Auckland,General Merchandise,Summer,Medium,Simple,19.2,1159.7,2185.0,2.4,3.59,1.2,0,0,0.0,1391.65,0.0,1391.65
Sea Freight,Port of Auckland,Dunedin,Hazardous,Autumn,Low,Simple,22.6,1261.5,2236.0,3.59,0.5,1.5,1,0,0.0,1513.79,0.0,1513.79
Sea Freight,Port of Auckland,Wellington,Pharmaceuticals,Summer,High,Simple,16.5,309.9,1487.0,3.51,4.35,0.7,0,1,50.5,371.93,6331.65,6703.58
Sea Freight,Port of Tauranga,Auckland,Automotive,Summer,Medium,Moderate,12.6,50.4,739.0,2.99,3.0,5.4,0,0,0.0,60.51,0.0,60.51
Rail,Port of Auckland,Wellington,Automotive,Summer,Low,Moderate,27.2,97.9,2055.0,4.45,4.85,3.6,0,1,18.8,176.28,848.78,1025.06
Sea Freight,Port of Auckland,Christchurch,General Merchandise,Summer,High,Simple,14.8,694.2,1993.0,5.26,0.54,2.6,0,1,15.0,832.99,690.3,1523.29
Sea Freight,Port of Auckland,Wellington,General Merchandise,Summer,Medium,Moderate,18.3,318.9,2005.0,1.45,0.27,0.9,1,0,0.0,382.7,0.0,382.7
Air Cargo,Port of Tauranga,Auckland,General Merchandise,Winter,High,Complex,8.4,221.5,90.0,3.08,1.8,3.3,1,0,0.0,1882.75,0.0,1882.75
Sea Freight,Port of Tauranga,Auckland,Bulk,Summer,Medium,Moderate,12.3,90.7,1897.0,1.56,2.16,0.4,0,0,0.0,108.88,0.0,108.88
Rail,Port of Tauranga,Hamilton,General Merchandise,Autumn,Low,Simple,24.5,1719.2,2139.0,1.36,4.96,0.4,0,0,0.0,3094.59,0.0,3094.59
Road,Port of Tauranga,Tauranga,Hazardous,Spring,High,Complex,23.8,783.3,1532.0,3.28,1.51,1.4,2,0,0.0,1644.9,0.0,1644.9
Sea Freight,Wellington Port,Wellington,General Merchandise,Spring,High,Moderate,19.1,140.9,1891.0,4.68,3.2,6.2,0,0,0.0,169.04,0.0,169.04
Sea Freight,Port of Tauranga,Wellington,General Merchandise,Autumn,High,Simple,8.7,1213.3,1952.0,1.05,3.71,5.4,0,1,33.0,1456.0,1544.73,3000.72
Road,Port of Auckland,Christchurch,Pharmaceuticals,Spring,Low,Moderate,12.8,1177.9,1291.0,4.35,0.96,4.8,2,0,0.0,2473.59,0.0,2473.59
Rail,Port of Auckland,Hamilton,Bulk,Autumn,Medium,Simple,32.3,323.3,2043.0,1.15,3.74,2.7,1,0,0.0,581.98,0.0,581.98
Air Cargo,Port of Tauranga,Wellington,Automotive,Summer,High,Moderate,16.7,217.0,1991.0,4.69,2.18,3.2,0,0,0.0,1844.71,0.0,1844.71
Air Cargo,Lyttelton Port,Dunedin,Hazardous,Spring,High,Complex,22.2,1395.5,2294.0,3.77,1.99,1.3,0,1,14.3,11862.0,853.76,12715.76
Sea Freight,Port of Auckland,Christchurch,Automotive,Spring,Low,Simple,12.7,369.9,2307.0,1.46,1.85,1.6,0,0,0.0,443.83,0.0,443.83
Rail,Lyttelton Port,Wellington,Bulk,Autumn,Low,Simple,16.4,1554.1,1348.0,3.26,1.48,2.7,0,0,0.0,2797.37,0.0,2797.37
Sea Freight,Port of Auckland,Christchurch,Pharmaceuticals,Winter,High,Simple,12.7,85.7,127.0,2.24,2.76,2.9,1,0,0.0,102.85,0.0,102.85
Rail,Port of Tauranga,Tauranga,General Merchandise,Winter,High,Simple,14.3,603.4,97.0,0.91,5.71,2.4,0,0,0.0,1086.09,0.0,1086.09
Air Cargo,Lyttelton Port,Hamilton,Hazardous,Summer,Medium,Moderate,12.0,208.4,2350.0,7.05,1.23,1.4,0,0,0.0,1771.11,0.0,1771.11
Air Cargo,Port of Auckland,Auckland,Bulk,Summer,Medium,Moderate,15.2,941.9,877.0,5.13,4.17,1.8,0,0,0.0,8006.17,0.0,8006.17
Air Cargo,Port of Tauranga,Wellington,Refrigerated,Autumn,Low,Simple,15.5,4756.5,975.0,1.92,2.54,5.1,0,0,0.0,40429.83,0.0,40429.83
Sea Freight,Port of Auckland,Wellington,Automotive,Spring,Medium,Moderate,21.2,475.5,1201.0,2.29,2.86,1.0,0,0,0.0,570.62,0.0,570.62
Sea Freight,Lyttelton Port,Wellington,Pharmaceuticals,Summer,Medium,Simple,9.2,134.6,701.0,1.8,3.88,1.5,0,0,0.0,161.48,0.0,161.48
Sea Freight,Port of Auckland,Hamilton,Refrigerated,Spring,Medium,Complex,10.6,355.8,1497.0,2.04,2.42,7.0,0,0,0.0,426.96,0.0,426.96
Sea Freight,Port Otago,Dunedin,Refrigerated,Summer,Low,Simple,16.5,1826.9,1972.0,3.23,0.68,0.7,1,0,0.0,2192.22,0.0,2192.22
Road,Port of Auckland,Hamilton,Refrigerated,Autumn,High,Moderate,10.9,1211.1,680.0,8.23,0.42,4.2,0,0,0.0,2543.37,0.0,2543.37
Sea Freight,Port Otago,Tauranga,Automotive,Winter,High,Simple,11.3,261.4,1871.0,2.56,1.99,3.0,0,0,0.0,313.67,0.0,313.67
Sea Freight,Port of Tauranga,Auckland,Bulk,Winter,High,Simple,28.8,2506.3,1696.0,1.61,1.5,1.6,0,0,0.0,3007.61,0.0,3007.61
Rail,Lyttelton Port,Dunedin,General Merchandise,Summer,Low,Moderate,20.7,828.7,1338.0,3.43,1.85,1.1,0,1,12.0,1491.64,561.28,2052.92
Road,Port of Auckland,Hamilton,Hazardous,Autumn,Medium,Simple,15.2,197.2,847.0,1.13,1.53,4.0,0,0,0.0,414.09,0.0,414.09
Rail,Port Otago,Wellington,General Merchandise,Winter,High,Complex,12.5,729.5,2188.0,4.14,0.66,1.9,1,0,0.0,1313.11,0.0,1313.11
Rail,Port of Auckland,Hamilton,Bulk,Summer,Medium,Moderate,29.7,530.1,1037.0,1.39,1.34,1.3,0,0,0.0,954.23,0.0,954.23
Sea Freight,Port of Auckland,Auckland,Refrigerated,Summer,High,Complex,10.0,1420.5,968.0,1.97,1.76,4.2,0,0,0.0,1704.6,0.0,1704.6
Sea Freight,Port of Tauranga,Hamilton,Refrigerated,Winter,High,Complex,23.3,387.5,1621.0,1.78,3.21,0.6,1,0,0.0,464.96,0.0,464.96
Road,Port of Auckland,Christchurch,Bulk,Winter,High,Simple,30.5,1713.4,2305.0,4.51,1.57,2.8,0,0,0.0,3598.17,0.0,3598.17
Air Cargo,Port of Auckland,Auckland,General Merchandise,Summer,Medium,Moderate,16.5,1386.9,1295.0,2.14,2.62,2.2,0,0,0.0,11788.86,0.0,11788.86
Sea Freight,Wellington Port,Christchurch,General Merchandise,Winter,Medium,Moderate,18.7,948.2,1821.0,0.2,2.05,1.5,1,1,35.3,1137.8,1987.65,3125.45
Road,Wellington Port,Christchurch,Refrigerated,Spring,Low,Simple,19.1,289.4,1169.0,1.81,4.48,1.9,0,0,0.0,607.7,0.0,607.7
Sea Freight,Port of Tauranga,Auckland,General Merchandise,Summer,Low,Complex,21.1,2864.1,586.0,2.23,3.77,4.5,0,1,36.6,3436.9,1803.76,5240.66
Sea Freight,Wellington Port,Auckland,Refrigerated,Winter,Medium,Moderate,17.8,686.4,354.0,4.45,1.39,0.4,0,1,53.0,823.73,4030.4,4854.13
Air Cargo,Port of Tauranga,Wellington,Pharmaceuticals,Summer,Medium,Moderate,18.6,1954.6,384.0,1.11,1.93,2.9,0,0,0.0,16613.74,0.0,16613.74
Air Cargo,Port of Auckland,Christchurch,Automotive,Summer,High,Simple,12.4,244.4,102.0,3.53,0.37,2.9,1,0,0.0,2077.41,0.0,2077.41
Air Cargo,Lyttelton Port,Dunedin,Automotive,Summer,High,Moderate,8.6,3327.6,1405.0,2.64,3.82,3.1,0,0,0.0,28284.92,0.0,28284.92
Sea Freight,Lyttelton Port,Tauranga,Pharmaceuticals,Autumn,High,Simple,22.7,1404.5,371.0,2.42,3.87,2.6,0,1,25.5,1685.42,3246.22,4931.63
Road,Wellington Port,Christchurch,Refrigerated,Spring,Medium,Moderate,10.7,2434.3,2171.0,2.68,2.49,5.4,1,1,7.3,5112.05,942.86,6054.92
Sea Freight,Port of Auckland,Hamilton,General Merchandise,Autumn,High,Moderate,27.9,241.0,2458.0,2.51,3.19,3.4,0,0,0.0,289.17,0.0,289.17
Sea Freight,Lyttelton Port,Wellington,General Merchandise,Winter,High,Simple,15.5,500.6,1265.0,0.95,2.72,0.7,0,0,0.0,600.74,0.0,600.74
Road,Port of Auckland,Hamilton,Automotive,Autumn,Medium,Complex,33.6,132.2,1152.0,3.33,0.34,1.3,0,0,0.0,277.59,0.0,277.59
Rail,Port of Auckland,Auckland,Bulk,Summer,High,Moderate,18.5,167.8,903.0,1.59,2.89,1.7,0,0,0.0,302.12,0.0,302.12
Road,Port of Auckland,Wellington,General Merchandise,Winter,Medium,Complex,14.0,317.2,1613.0,4.48,0.76,1.3,0,0,0.0,666.15,0.0,666.15
Road,Wellington Port,Christchurch,Refrigerated,Spring,Medium,Simple,20.5,2473.0,1540.0,2.09,1.81,2.2,0,0,0.0,5193.36,0.0,5193.36
Air Cargo,Port Otago,Auckland,Hazardous,Spring,High,Moderate,31.9,930.2,891.0,2.39,2.61,1.0,1,0,0.0,7906.28,0.0,7906.28
Air Cargo,Lyttelton Port,Hamilton,Hazardous,Spring,High,Moderate,16.9,352.2,891.0,2.41,5.96,4.7,1,0,0.0,2994.04,0.0,2994.04
Sea Freight,Port of Tauranga,Dunedin,Automotive,Autumn,High,Moderate,16.6,2523.3,1630.0,2.64,1.92,0.3,0,1,36.3,3027.99,1769.82,4797.81
Sea Freight,Port of Auckland,Wellington,Refrigerated,Spring,High,Simple,16.1,1126.8,1409.0,0.61,1.24,6.6,0,0,0.0,1352.2,0.0,1352.2
Sea Freight,Port of Auckland,Wellington,Automotive,Summer,Medium,Simple,13.9,1949.9,1810.0,5.46,2.02,0.6,1,1,30.4,2339.93,1808.42,4148.36
Sea Freight,Port of Auckland,Dunedin,Refrigerated,Winter,Medium,Complex,17.9,2146.3,2356.0,2.46,1.95,0.8,1,1,38.6,2575.51,3367.74,5943.26
Road,Port of Tauranga,Hamilton,Bulk,Spring,High,Simple,18.9,1161.5,1960.0,1.3,0.13,2.8,1,0,0.0,2439.16,0.0,2439.16
Air Cargo,Lyttelton Port,Auckland,Pharmaceuticals,Summer,High,Complex,33.4,272.9,796.0,5.32,3.6,4.2,0,0,0.0,2319.26,0.0,2319.26
Sea Freight,Port of Tauranga,Wellington,Automotive,Autumn,Low,Simple,14.0,4594.6,1910.0,6.72,3.48,1.6,1,0,0.0,5513.51,0.0,5513.51
Sea Freight,Port of Auckland,Christchurch,General Merchandise,Winter,High,Complex,29.4,364.5,1153.0,6.09,0.33,1.6,1,1,35.7,437.45,1977.21,2414.66
Air Cargo,Port of Auckland,Christchurch,General Merchandise,Winter,High,Moderate,19.3,941.1,1955.0,1.25,3.31,8.4,0,0,0.0,7999.15,0.0,7999.15
Sea Freight,Port of Auckland,Auckland,Refrigerated,Summer,Medium,Moderate,20.6,1540.5,2222.0,0.88,1.67,2.7,0,0,0.0,1848.59,0.0,1848.59
Road,Port of Tauranga,Wellington,Refrigerated,Spring,Medium,Simple,13.3,204.0,662.0,1.61,4.4,1.8,0,0,0.0,428.49,0.0,428.49
Air Cargo,Wellington Port,Dunedin,Bulk,Winter,Medium,Complex,15.6,801.3,635.0,3.04,5.23,4.1,2,1,25.7,6811.25,2074.78,8886.03
Air Cargo,Lyttelton Port,Hamilton,Pharmaceuticals,Summer,Medium,Moderate,14.6,426.2,1110.0,4.66,3.82,0.7,0,1,51.1,3622.9,6616.71,10239.62
Air Cargo,Port Otago,Tauranga,General Merchandise,Summer,High,Moderate,21.4,274.1,176.0,1.72,3.63,0.9,0,0,0.0,2329.66,0.0,2329.66
Road,Port of Tauranga,Hamilton,Refrigerated,Spring,Medium,Simple,11.7,59.5,1730.0,1.79,2.03,0.8,0,0,0.0,124.89,0.0,124.89
Sea Freight,Port of Tauranga,Tauranga,General Merchandise,Summer,High,Moderate,11.5,1694.4,1887.0,0.57,2.18,1.2,0,0,0.0,2033.3,0.0,2033.3
Air Cargo,Port of Auckland,Auckland,Automotive,Summer,Medium,Complex,8.1,166.8,896.0,1.58,2.65,0.1,1,0,0.0,1418.11,0.0,1418.11
Air Cargo,Port Otago,Hamilton,Pharmaceuticals,Winter,Low,Simple,20.6,1733.8,1190.0,5.08,0.84,1.1,0,0,0.0,14736.93,0.0,14736.93
Sea Freight,Lyttelton Port,Auckland,Refrigerated,Winter,High,Moderate,10.6,784.4,1496.0,2.84,0.95,1.4,0,0,0.0,941.3,0.0,941.3
Road,Port of Auckland,Christchurch,General Merchandise,Winter,High,Simple,16.3,826.3,230.0,2.21,2.92,4.4,1,0,0.0,1735.21,0.0,1735.21
Road,Port of Tauranga,Wellington,Bulk,Autumn,High,Complex,8.1,1461.2,1793.0,4.72,1.43,1.2,0,1,18.6,3068.62,907.99,3976.61
Air Cargo,Port of Tauranga,Wellington,Bulk,Spring,High,Complex,10.1,619.8,1340.0,0.93,0.91,5.2,0,0,0.0,5268.03,0.0,5268.03
Road,Lyttelton Port,Dunedin,Refrigerated,Spring,High,Simple,16.5,403.6,1579.0,1.87,2.15,2.5,0,0,0.0,847.65,0.0,847.65
Road,Wellington Port,Dunedin,Automotive,Autumn,Medium,Simple,16.1,169.5,1823.0,1.02,3.94,0.4,0,0,0.0,356.05,0.0,356.05
Road,Port of Tauranga,Auckland,Pharmaceuticals,Winter,Low,Moderate,13.5,725.9,1705.0,5.7,2.97,3.2,0,0,0.0,1524.49,0.0,1524.49
Road,Port of Tauranga,Christchurch,Hazardous,Spring,High,Simple,18.9,694.5,284.0,1.57,1.47,2.5,1,0,0.0,1458.36,0.0,1458.36
Air Cargo,Port of Auckland,Wellington,Hazardous,Winter,High,Simple,13.2,328.4,1967.0,1.53,1.59,1.9,0,0,0.0,2791.36,0.0,2791.36
Air Cargo,Port of Auckland,Wellington,General Merchandise,Winter,High,Simple,22.5,783.1,1545.0,2.62,3.25,1.6,0,0,0.0,6656.74,0.0,6656.74
Air Cargo,Port of Auckland,Dunedin,Hazardous,Summer,High,Simple,24.5,513.0,1801.0,0.31,2.32,5.9,1,0,0.0,4360.08,0.0,4360.08
Road,Port of Auckland,Wellington,Refrigerated,Winter,High,Simple,25.1,1360.0,691.0,4.34,2.03,1.7,1,0,0.0,2855.96,0.0,2855.96
Sea Freight,Lyttelton Port,Tauranga,Refrigerated,Winter,Medium,Simple,16.4,705.9,592.0,2.92,4.42,2.2,0,1,20.1,847.02,1527.38,2374.4
Road,Lyttelton Port,Auckland,General Merchandise,Winter,High,Simple,20.2,2220.6,2074.0,6.01,3.84,4.0,0,1,25.8,4663.25,1313.43,5976.68
Road,Port of Auckland,Christchurch,General Merchandise,Spring,Low,Moderate,16.4,633.8,1006.0,1.12,1.59,3.4,2,0,0.0,1331.02,0.0,1331.02
Sea Freight,Port Otago,Christchurch,General Merchandise,Summer,Medium,Moderate,19.3,1797.8,1460.0,3.99,4.49,0.8,0,0,0.0,2157.37,0.0,2157.37
Road,Port of Auckland,Auckland,Hazardous,Summer,Medium,Simple,16.7,638.1,1401.0,1.46,4.42,3.5,0,0,0.0,1339.91,0.0,1339.91
Sea Freight,Port of Auckland,Wellington,Bulk,Summer,High,Moderate,17.3,703.2,1484.0,4.44,5.24,0.3,0,0,0.0,843.86,0.0,843.86
Sea Freight,Port of Auckland,Dunedin,Bulk,Winter,Medium,Complex,28.4,415.6,220.0,2.26,2.33,2.2,1,1,43.4,498.7,2331.03,2829.73
Road,Port of Tauranga,Hamilton,Refrigerated,Summer,Medium,Simple,8.8,458.9,791.0,1.89,4.48,1.5,1,0,0.0,963.66,0.0,963.66
Sea Freight,Port of Auckland,Wellington,Refrigerated,Winter,High,Moderate,17.6,2213.7,213.0,1.16,2.46,0.2,1,0,0.0,2656.4,0.0,2656.4
